馬名,血統登録番号,性別,所属,調教師名,種牡馬名,母名,母の父名,馬主名,生産者名,毛色,生年月日,本賞金,収得賞金,前走馬体重,全成績1着数,全成績2着数,全成績3着数,全成績着外数,芝成績1着数,芝成績2着数,芝成績3着数,芝成績着外数,ダート成績1着数,ダート成績2着数,ダート成績3着数,ダート成績着外数,データ作成日,抹消,登録日,抹消日
ウマナミカイドウ,23100465,セ,美,天間昭一,ホークビル,エクレアオール,ゴールドアリュール,伊藤温,赤石牧場,黒鹿,230508,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260402,在厩,250710,000000
マルカスマッシュ,23100540,牡,栗,浜田多実,ダノンスマッシュ,ヒダロマン,ワークフォース,日下部猛,二風谷ファーム,黒鹿,230213,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260205,不在,250710,000000
ラストスマイル,23100940,牡,美,本間忍　,ポエティックフレア,スナップドラゴン,ゼンノロブロイ,橋本忠雄,下河辺牧場,栗毛,230308,2300,900,   0,2,1,0,3,2,1,0,2,0,0,0,1,260316,在厩,250710,000000
サンライズナスカ,23100945,牡,栗,小林真也,フォーウィールドライブ,ディナスティーア,ダイワメジャー,ライフハウス,下河辺牧場,栗毛,230307,0,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,260402,在厩,250710,000000
マテンロウゲイル,23100946,牡,栗,野中賢二,エピファネイア,デザートライド,"Candy Ride",寺田千代乃,下河辺牧場,鹿毛,230220,4780,2400,   0,2,3,0,0,2,3,0,0,0,0,0,0,260406,在厩,250710,000000
マテンロウブリッジ,23101525,牡,栗,昆貢　　,サトノクラウン,シェリール,サンデーサイレンス,寺田千代乃,モリナガファーム,青鹿,230307,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260108,不在,250710,000000
フィアレスウィル,23102144,牡,栗,高橋義忠,アドマイヤマーズ,ファインチョイス,アドマイヤムーン,宮川純造,富田牧場,鹿毛,230211,75,0,   0,0,0,0,3,0,0,0,2,0,0,0,1,260106,不在,250710,000000
ヴィシュヴァナート,23102218,牡,栗,森田直行,キズナ,ヴァラナシ,"Jimmy Creed",村島聡乃,三嶋牧場,黒鹿,230324,0,0,   0,0,0,1,3,0,0,0,3,0,0,0,0,260330,不在,250710,000000
アオハルブルース,23102313,牡,美,栗田徹　,ゴールドドリーム,ニジノムコウ,Flatter,小野寺悠太,石川牧場,鹿毛,230208,886,400,   0,1,1,0,4,0,0,0,0,1,1,0,4,260409,不在,250710,000000
ルペイドゥロール,23102380,牡,栗,新谷功一,ゴールドドリーム,ジェルヴェーズ,メイショウサムソン,岡田牧雄,岡田スタツド,黒鹿,230528,75,0,   0,0,0,0,4,0,0,0,0,0,0,0,4,260323,不在,250710,000000
タナスーペルノーバ,23102661,牡,栗,寺島良　,ダノンプレミアム,タナノフローラ,ルーラーシップ,田中俊彰,坂本智広,黒鹿,230217,718,0,   0,0,1,1,6,0,0,1,2,0,1,0,4,260312,不在,250710,000000
ハイラブレジェンド,23102778,牡,栗,荒川義之,リアルスティール,ルリオン,キングカメハメハ,服部新平,静内山田牧場,鹿毛,230310,89,0,   0,0,0,0,7,0,0,0,1,0,0,0,5,260330,在厩,250710,000000
ミランド,23102836,牡,栗,小林真也,ゴールドドリーム,ラレッサングル,キングカメハメハ,平川三津,高橋陵,青鹿,230509,590,400,   0,1,0,0,2,0,0,0,2,1,0,0,0,260323,不在,250710,000000
ライトオブヌカタ,23103087,牡,栗,上村洋行,"City of Light",ネバーギブアップ,"War Front",辻子依旦,服部牧場,黒鹿,230502,1695,900,   0,2,0,0,3,0,0,0,0,2,0,0,3,260323,不在,250710,000000
タイセイパルス,23103201,牡,栗,宮地貴稔,ロジャーバローズ,バイブレイションズ,キングカメハメハ,田中成奉,"PRIDE ROCK",鹿毛,230406,520,0,   0,0,2,0,0,0,2,0,0,0,0,0,0,251208,不在,250710,000000
イネガラーブル,23103314,牡,美,久保田貴,ロードカナロア,アブソリュートレディ,Galileo,社台レースホース,社台ファーム,鹿毛,230315,0,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,260409,不在,250710,000000
エコロガルダ,23103344,牡,栗,大久保龍,モーリス,エイカイマドンナ,ハーツクライ,原村正紀,社台ファーム,鹿毛,230509,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260119,不在,250710,000000
サーディンラン,23103440,牡,栗,武英智　,レイデオロ,ジョイエピフォラ,Fortify,谷掛龍夫,社台ファーム,鹿毛,230208,1740,400,   0,1,2,1,2,1,2,1,2,0,0,0,0,260409,不在,250710,000000
スカイリッチ,23103458,牡,美,小笠倫弘,ハービンジャー,セウアズール,ディープインパクト,宇田豊,社台ファーム,鹿毛,230504,450,0,   0,0,1,1,2,0,1,1,2,0,0,0,0,260226,不在,250710,000000
プレイザリード,23103471,牡,美,加藤士津,キズナ,ダンスアミーガ,サクラバクシンオー,社台レースホース,社台ファーム,鹿毛,230407,710,0,   0,0,1,3,1,0,1,3,1,0,0,0,0,260326,不在,250710,000000
アイガーリー,23103474,牡,栗,秋山真一,モズアスコット,チョコレートバイン,ディープインパクト,小谷野宗靖,社台ファーム,鹿毛,230507,1700,400,   0,1,0,1,2,1,0,1,2,0,0,0,0,260330,不在,250710,000000
デルマフジ,23103481,牡,栗,武幸四郎,キタサンブラック,デルマカトリーナ,Ghostzapper,浅沼廣幸,社台ファーム,黒鹿,230407,554,0,   0,0,1,1,2,0,1,1,2,0,0,0,0,260409,不在,250710,000000
マジョレルブルー,23103531,牡,栗,友道康夫,コントレイル,ブルーミングアレー,シンボリクリスエス,社台レースホース,社台ファーム,黒鹿,230509,404,0,   0,0,1,0,2,0,1,0,2,0,0,0,0,260402,不在,250710,000000
ビルバンテ,23103552,牡,美,蛯名正義,マインドユアビスケッツ,マイレリーフ,ルーラーシップ,中里浩晴,社台ファーム,鹿毛,230227,750,400,   0,1,0,0,2,0,0,0,0,1,0,0,2,260409,不在,250710,000000
ラテラルパーム,23103557,牡,美,栗田徹　,モーリス,マジックリアリズム,ディープインパクト,社台レースホース,社台ファーム,鹿毛,230402,750,400,   0,1,0,1,2,1,0,1,2,0,0,0,0,260326,在厩,250710,000000
タイドグラフ,23103560,牡,美,上原博之,ブラックタイド,マッチレスギフト,Frankel,吉田照哉,社台ファーム,黒鹿,230311,280,0,   0,0,0,2,2,0,0,2,2,0,0,0,0,260409,在厩,250710,000000
サトノフレイ,23103726,牡,栗,友道康夫,サートゥルナーリア,リトルゲルダ,"Closing Argument",里見治,追分ファーム,黒鹿,230118,160,0,   0,0,0,1,1,0,0,1,1,0,0,0,0,260402,在厩,250710,000000
ルミノヴァンクール,23103831,牡,美,金成貴史,デクラレーションオブウォー,ルミノアルマース,ダイワメジャー,尾上松壽,青藍牧場,栗毛,230402,0,0,   0,0,0,0,1,0,0,0,1,0,0,0,0,260223,在厩,250710,000000
タイセイアストロ,23103917,牡,美,森一誠　,ミッキーアイル,ネオイリュージョン,ネオユニヴァース,田中成奉,秋田牧場,鹿毛,230219,1252,400,   0,1,1,2,2,1,1,2,2,0,0,0,0,260330,不在,250710,000000
スージーハルワ,23104099,牡,栗,羽月友彦,シュヴァルグラン,ミッキーオフィサー,ダノンシャンティ,酒井孝敏,佐藤静子,鹿毛,230520,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260323,在厩,250710,000000
ニシノロッドマン,23104706,牡,美,矢嶋大樹,リーチザクラウン,ニシノミウ,スマートファルコン,西山茂行,メイタイファーム,黒鹿,230221,173,0,   0,0,0,0,6,0,0,0,0,0,0,0,6,260302,不在,250710,000000
ロードストラダーレ,23104886,牡,美,本間忍　,ロードカナロア,ティズウインディ,Tiznow,山下裕司,酒井牧場,黒鹿,230315,736,400,   0,1,0,0,4,0,0,0,0,1,0,0,4,260330,在厩,250710,000000
グレイトソン,23105059,牡,栗,鈴木孝志,カリフォルニアクローム,デンファレ,フジキセキ,宮内牧場,宮内牧場,栗毛,230323,240,0,   0,0,1,0,2,0,0,0,0,0,1,0,2,260406,在厩,250710,000000
マテンロウネイビー,23105153,牡,栗,松永幹夫,ヴァンセンヌ,ショウナンアオバ,キングカメハメハ,寺田千代乃,大北牧場,鹿毛,230503,750,400,   0,1,0,0,1,1,0,0,1,0,0,0,0,260223,不在,250710,000000
ラヴェニュー,23105238,牡,栗,友道康夫,ロードカナロア,コンテスティッド,Ghostzapper,平田修,社台ファーム,鹿毛,230318,1370,400,   0,1,0,0,1,1,0,0,1,0,0,0,0,260323,不在,250710,000000
タイセイグローバル,23105256,牡,栗,小林真也,アドマイヤマーズ,ラグプリンセス,"Union Rags",田中成奉,社台ファーム,栗毛,230307,206,0,   0,0,0,1,5,0,0,1,2,0,0,0,3,260319,不在,250710,000000
ニュークリアス,23105341,牡,美,萩原清　,フィエールマン,リエヴェメンテ,ドゥラメンテ,池谷誠一,ノーザンファーム,鹿毛,230115,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260330,不在,250710,000000
セキテイロックス,23105355,牡,美,嘉藤貴行,ホッコータルマエ,ゴーゴーレイワ,パイロ,杉山元洋,高昭牧場,鹿毛,230402,0,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,260312,不在,250710,000000
サトノアイボリー,23105380,牡,栗,杉山晴紀,エピファネイア,ホエールキャプチャ,クロフネ,里見治,千代田牧場,芦毛,230316,1190,400,   0,1,1,0,2,1,1,0,2,0,0,0,0,260326,在厩,250710,000000
サンセットゴールド,23105394,牡,栗,矢作芳人,キズナ,パスティエーラ,キングカメハメハ,青芝商事,ハクレイファーム,黒鹿,230220,750,400,   0,1,0,0,1,1,0,0,1,0,0,0,0,250925,不在,250710,000000
モウエエデショー,23105433,牡,美,萱野浩二,ダノンプレミアム,フルオブドリームズ,"Dream Ahead",大田恭充,アフリートファーム,鹿毛,230324,1356,400,   0,1,0,0,7,1,0,0,5,0,0,0,2,260409,不在,250710,000000
ピエナブラック,23105583,牡,栗,荒川義之,キタサンブラック,キタサンベッキー,パイロ,本谷兼三,米田牧場,青鹿,230418,56,0,   0,0,0,0,5,0,0,0,3,0,0,0,2,260406,在厩,250710,000000
ロードステラート,23105838,牡,栗,武英智　,キタサンブラック,ブリュネット,ダイワメジャー,ロードホースクラブ,ケイアイファーム,鹿毛,230426,744,0,   0,0,2,1,4,0,0,0,0,0,2,1,4,260316,在厩,250710,000000
ウインビスタ,23105865,牡,栗,梅田智之,ルーラーシップ,ウインペイザージュ,ダノンシャンティ,ウイン,コスモヴューファーム,黒鹿,230404,0,0,   0,0,0,0,4,0,0,0,4,0,0,0,0,260219,不在,250710,000000
フロムドーン,23106020,牡,美,新開幸一,エポカドーロ,チャリシー,ハービンジャー,京都ホースレーシング,高橋フアーム,鹿毛,230331,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260312,在厩,250710,000000
シェンフー,23106099,牡,栗,前川恭子,ドレフォン,パーフェクトチャンス,"Unbridled's Song",野田善己,チャンピオンズファーム,栗毛,230415,0,0,   0,0,0,0,1,0,0,0,0,0,0,0,1,251106,不在,250710,000000
ラスタリア,23106151,牡,美,岩戸孝樹,ゴールドシップ,ディアサルファー,ローエングリン,ノルマンディーサラブレッドレーシング,ディアレストクラブ,栗毛,230314,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,251127,不在,250710,000000
クラックショット,23106172,牡,栗,清水久詞,アドマイヤマーズ,スウィートショット,"Trappe Shot",キャロットファーム,浜本牧場,栗毛,230304,560,400,   0,1,0,0,3,0,0,0,1,1,0,0,2,260305,不在,250710,000000
パワポケグッド,23106198,牡,美,大和田成,インカンテーション,パワポケエリ,ローエングリン,柳原達也,HARUNOファーム,芦毛,230420,89,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260406,在厩,250710,000000
ワインダークシー,23106376,牡,美,中舘英二,ハービンジャー,クエストフォーラヴ,キズナ,広尾レース,木村秀則,鹿毛,230301,414,0,   0,0,0,2,1,0,0,2,1,0,0,0,0,260216,不在,250710,000000
ショウナンバーボン,23106620,牡,美,加藤士津,サートゥルナーリア,レッドアルジーヌ,ハーツクライ,湘南,信岡牧場,芦毛,230407,330,0,   0,0,0,2,3,0,0,2,1,0,0,0,2,260323,在厩,250710,000000
フォーオール,23106682,セ,栗,昆貢　　,カリフォルニアクローム,アンジュデジール,ディープインパクト,安原浩司,辻牧場,栗毛,230410,0,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,260323,在厩,250710,000000
マクリール,23106821,牡,美,手塚貴久,ロードカナロア,アイリッシュシー,Galileo,シルクレーシング,ノーザンファーム,黒鹿,230131,2000,900,   0,2,1,1,0,0,0,0,0,2,1,0,0,260223,不在,250710,000000
ブロンザイト,23106979,牡,栗,福永祐一,クリソベリル,クルークハイト,クロフネ,キャロットファーム,ノーザンファーム,栗毛,230120,0,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,260330,在厩,250710,000000
アラクラン,23107086,牡,美,田村康仁,リアルスティール,セルキス,Monsun,シルクレーシング,ノーザンファーム,鹿毛,230510,0,0,   0,0,0,0,3,0,0,0,1,0,0,0,2,260330,在厩,250710,000000
バルセシート,23107241,牡,栗,松下武士,キズナ,マラコスタムブラダ,"Lizard Island",キャロットファーム,ノーザンファーム,鹿毛,230408,2700,400,   0,1,1,1,2,1,1,1,2,0,0,0,0,260409,不在,250710,000000
エピックフライト,23107285,牡,美,黒岩陽一,エピファネイア,ユナカイト,ヨハネスブルグ,シルクレーシング,ノーザンファーム,鹿毛,230119,750,400,   0,1,0,0,0,1,0,0,0,0,0,0,0,260122,不在,250710,000000
ボニープリンス,23107329,牡,美,大竹正博,レイデオロ,ルージュバック,マンハッタンカフェ,キャロットファーム,ノーザンファーム,栗毛,230116,110,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,251211,不在,250710,000000
マテンロウルクス,23107344,牡,栗,藤原英昭,リオンリオン,レディアリエッタ,ディープインパクト,寺田千代乃,ノーザンファーム,鹿毛,230313,0,0,   0,0,0,0,1,0,0,0,0,0,0,0,1,260409,在厩,250710,000000
ジューンセクレタ,23110029,牡,栗,武英智　,"Maclean's Music","Bazinga Baby","Afleet Alex",吉川潤,"Town & Country Farms LLC",鹿毛,230416,370,0,   0,0,1,1,2,0,0,0,0,0,1,1,2,260330,在厩,250710,000000
マテンロウダビンチ,23110072,牡,栗,中内田充,"Uncle Mo","Spring Eclipse","Unbridled's Song",寺田千代乃,"Camas Park Stud",鹿毛,230329,1030,400,   0,1,0,1,0,0,0,0,0,1,0,1,0,251023,不在,250710,000000
アメリカンスタイル,23110079,牡,栗,藤原英昭,"Gun Runner","Medina Thunder","Thunder Gulch",吉澤ホールディングス,"International Equities Holding Inc.",栗毛,230331,770,400,   0,1,0,0,2,0,0,0,0,1,0,0,2,260402,不在,250710,000000
ジョイグリーン,23100668,セ,美,青木孝文,ルヴァンスレーヴ,エスコルピオン,ダンスインザダーク,西村亮二,いとう牧場,鹿毛,230424,59,0,   0,0,0,0,2,0,0,0,0,0,0,0,2,260330,在厩,250717,000000
ムーンリットレイン,23101177,牡,美,伊藤圭三,アドマイヤムーン,レインスウェプト,Frankel,ゴドルフィン,ダーレー・ジャパン・ファーム,鹿毛,230427,75,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,250922,不在,250717,000000
ガトー,23101650,牡,栗,高橋義忠,ルヴァンスレーヴ,マダムストーリー,ストリートセンス,SYレーシング,市川フアーム,栗毛,230423,160,0,   0,0,0,1,0,0,0,0,0,0,0,1,0,260316,在厩,250717,000000
ブルージェネシス,23101798,牡,美,菊川正達,サトノジェネシス,レアシルウィア,ティンバーカントリー,ライフエンタープライズ,東栄牧場,鹿毛,230419,210,0,   0,0,0,1,6,0,0,1,5,0,0,0,1,260323,在厩,250717,000000
メイショウサッソウ,23101953,牡,栗,庄野靖志,ダノンキングリー,メイショウヨソユキ,シニスターミニスター,松本好隆,赤田牧場,黒鹿,230401,300,0,   0,0,1,0,2,0,0,0,0,0,1,0,2,260319,不在,250717,000000
スクイーズアウト,23102167,牡,美,黒岩陽一,リオンディーズ,デルニエリアリテ,ゼンノロブロイ,Y'sレーシング,信岡牧場,鹿毛,230403,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260106,不在,250717,000000
ミラビリオン,23102422,牡,美,伊坂重信,ベンバトル,ミラビリア,マツリダゴッホ,ノルマンディーサラブレッドレーシング,岡田スタツド,鹿毛,230418,318,0,   0,0,0,1,5,0,0,0,1,0,0,1,4,260402,不在,250717,000000
サイモンゼスト,23102919,牡,栗,谷潔　　,サトノアラジン,ダノンエレガント,ブライアンズタイム,澤田昭紀,千代田牧場,鹿毛,230306,590,400,   0,1,0,0,3,0,0,0,1,1,0,0,2,260330,在厩,250717,000000
エグジスタンス,23103155,牡,栗,奥村豊　,フィエールマン,キントラ,Kingman,牧埜幸一,フジワラフアーム,鹿毛,230331,296,0,   0,0,1,0,4,0,1,0,3,0,0,0,1,260402,在厩,250717,000000
メイショウナナシロ,23103284,牡,栗,石橋守　,カリフォルニアクローム,キュリオスティー,ディープインパクト,松本好隆,矢野牧場,栗毛,230320,360,0,   0,0,1,1,2,0,0,0,1,0,1,1,1,260106,不在,250717,000000
ブレイズランナー,23103577,牡,美,蛯名正義,アルアイン,ラヴファンシフル,ハービンジャー,青山洋一,社台ファーム,鹿毛,230312,429,0,   0,0,1,1,4,0,0,0,2,0,1,1,2,260402,不在,250717,000000
シーサンタナ,23103583,セ,美,手塚貴久,スワーヴリチャード,ラントゥザリード,タニノギムレット,平田修,社台ファーム,黒鹿,230417,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260319,在厩,250717,000000
ラクシオンデクラ,23103597,牡,美,尾関知人,ブリックスアンドモルタル,レッドオーラム,ダイワメジャー,G1レーシング,社台ファーム,栗毛,230503,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260406,在厩,250717,000000
レッドジェルブロワ,23103603,牡,美,鹿戸雄一,エピファネイア,レッドベルローズ,ディープインパクト,東京ホースレーシング,社台ファーム,黒鹿,230327,75,0,   0,0,0,0,4,0,0,0,3,0,0,0,1,260326,在厩,250717,000000
モータリゼーション,23103610,牡,美,鈴木慎太,パドトロワ,レトロフィット,エンパイアメーカー,社台レースホース,社台ファーム,鹿毛,230408,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260316,不在,250717,000000
